Kinase Uniprot ID	Kinase Name	Mean Specificity Score	Mean Significance Score	Mean Final Score	Median Final score	Mean Kinase Statistic	Median Kinase Statistic	SD Kinase Statitistic	Mean peptide set size
O95819	HGK/ZC1	0.196046777462286	0.0224124758494521	0.218459253311738	0.256528457956333	-0.0268238166509377	-0.0328556765653875	0.0147749789903497	3.83333333333333
Q13164	ERK5	0.225816529613985	0.0282941603240474	0.254110689938032	0.25544123291282	0.0353257664656403	0.0353257664656403	0	3
P27361	ERK1	0.163876088363974	0.0174680766998483	0.181344165063822	0.246352605949298	-0.00396874232890881	-0.00381398281740006	0.0282927581608487	4.44444444444444
Q9UHD2	TBK1	0.21281491763673	0.0275033281954893	0.240318245832219	0.24428365263997	0.0327830633897707	0.0327830633897707	0	3
P31751	Akt2/PKB[beta]	0.27308761472314	0.014602649424532	0.287690264147672	0.240676706356933	0.02862233064133	0.026519810899781	0.00572020498105286	20.8888888888889
Q96Q40	PFTAIRE2	0.184934601793196	0.0246425455219051	0.209577147315101	0.23068516258363	0.0170582788028615	0.0285659817242279	0.0213081253336245	3.75
O43930	PRKY	0.51003280230627	0.0253509862621949	0.535383788568465	0.224954174058909	0.033396825762987	0.0275588794860755	0.0247448583137976	9
Q13153	PAK1	0.204773128141378	0.0129329064412229	0.217706034582601	0.220288096973783	0.0285770722778335	0.0285770722778335	0	4
Q16512	PKN1/PRK1	0.206073829895498	0.0118983989460059	0.217972228841504	0.217972228841504	-0.0295328912121627	-0.0295328912121627	0.00143320569632709	3.5
Q16539	MAPK14	0.161754431133243	0.0160925691308065	0.177847000264049	0.215025241915477	0.0211295471379656	0.0263552868641965	0.00789936044074297	4.875
Q9P1W9	Pim2	0.272630805321581	0.0262774282484562	0.298908233570037	0.199943111074902	0.0297985164687122	0.0253674689519528	0.0087251628397897	28.6666666666667
Q9UBS0	p70S6K[beta]	0.280517156413185	0.0225017567615844	0.30301891317477	0.196324426358095	0.0311522456775187	0.0239218893384639	0.0117705123911209	21.4444444444444
O75116	ROCK2	0.164037947304935	0.0220652450182295	0.186103192323165	0.186103192323165	0.0228400123453466	0.0228400123453466	0.00711489229306647	4.5
Q02156	PKC[epsilon]	0.216388852558931	0.0118372787597266	0.228226131318657	0.180456064458131	0.0132505337316845	0.0199460696429199	0.0224035562099173	14.5555555555556
P24723	PKC[eta]	0.176144399783852	0.017948002139634	0.194092401923486	0.176958324368442	0.00963716981051763	0.0201243387979488	0.0209735285433942	9.55555555555556
P05129	PKC[gamma]	0.176843604460697	0.0114011290815357	0.188244733542233	0.176904150027003	0.0208330832895277	0.019810338255822	0.00696459449847001	10
O15264	p38[delta]	0.143991046509637	0.00655720220022504	0.150548248709862	0.163411336467369	0.0182308984839758	0.0201046288737991	0.00367262930351217	6.11111111111111
P51812	RSK2	0.141512551333264	0.0118975834855103	0.153410134818774	0.156499375350873	-0.0189420274357003	-0.0189420274357003	0	5
Q15418	RSK3	0.103814903048561	0	0.103814903048561	0.102372908709559	0.0137539307738305	0.0137539307738305	0	7
P05771	PKC[beta]	0.0830844563867481	0	0.0830844563867481	0.0835460514500749	0.0117010033376422	0.0117010033376422	0	5
Q15759	p38[beta]	0.0475841589236414	0.0281364807204896	0.075720639644131	0.0758437814767156	-0.00831189218276168	-0.00831189218276168	0	3
P41743	PKC[iota]	0.0713955361730051	0.00127122701348716	0.0726667631864923	0.0700704399154121	0.00258541145998638	0.00408067544457719	0.0127859232188483	9.77777777777778
Q15349	RSK1/p90RSK	0.0673929154990565	0	0.0673929154990565	0.0695604052332999	-0.00998342742745144	-0.00998342742745144	0	5
O75582	MSK1	0.0436425806455916	0.0132398120215691	0.0568823926671607	0.0549363542333356	-0.00642383491119758	-0.00642383491119758	0	5
P24941	CDK2	0.0367028233147836	0.0140694582175613	0.0507722815323449	0.0518884873251571	0.0058204420501839	0.0058204420501839	0	4
Q05655	PKC[delta]	0.0613712722113428	0.00533580836104645	0.0667070805723892	0.0400051616715838	0.00940294392853582	0.00605854382544103	0.00407816075463896	17.8888888888889
P17612	PKA[alpha]	0.0294387961112459	0.0118975834855103	0.0413363795967562	0.0377424491597553	0.0167044959339564	0.0194476734365558	0.00714712020766226	44.2222222222222
Q15131	CDK10	0.0406277113101277	0.00272686603187949	0.0433545773420072	0.0154726866562074	-0.00211890057261966	-0.00231731473056407	0.00865647735009905	4
Q13237	PKG2	0.0127337105599959	0.00259416113605594	0.0153278716960519	0.0114410431213845	0.000854419892500251	-0.000616703300086184	0.00696743412890639	31
Q13976	PKG1	0.00602417053920183	0.00518633500735276	0.0112105055465546	0.00788851221305034	0.00341585467603448	0.00204180846348457	0.00541131364022358	33.8888888888889
P15056	BRAF	0.0048037084028206	0	0.0048037084028206	0.0048037084028206	0.000771774292649186	0.000771774292649186	NA	3
